GeoType,Geography,Label,Lower CL,Percent,Program,RSE,SubPop Group,Subpop,TimePeriod,Upper CL,Years
State,State,Ever used marijuana,45.2,46.9,Marijuana,1.8,College graduate,Level Of Education (Age 25+),1-year,48.6,2012
State,State,Ever used marijuana,43.6,45.9,Marijuana,2.5,High graduate or less,Level Of Education (Age 25+),1-year,48.2,2012
State,State,Ever used marijuana,48.3,50.3,Marijuana,2,Some college or technical school,Level Of Education (Age 25+),1-year,52.3,2012
State,State,Ever used marijuana,43.6,44.9,Marijuana,1.5,Owns home,Living Arrangement,1-year,46.2,2012
State,State,Ever used marijuana,50.8,53.2,Marijuana,2.4,Rents home,Living Arrangement,1-year,55.7,2012
State,State,Ever used marijuana,41.3,42.4,Marijuana,1.4,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,43.6,2012
State,State,Ever used marijuana,100,100,Marijuana,0,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,100,2012
State,State,Ever used marijuana,59.5,63.2,Marijuana,3,14+ days of poor mental health in the past month,Mental Health Status,1-year,66.8,2012
State,State,Ever used marijuana,43.7,44.9,Marijuana,1.4,<14 days of poor mental health in the past month,Mental Health Status,1-year,46.1,2012
State,State,Ever used marijuana,45.8,46.9,Marijuana,1.2,OVERALL,Overall,1-year,48.1,2012
State,State,Ever used marijuana,47.3,50.7,Marijuana,3.4,14+ days of poor physical health in the past month,Physical Health Status,1-year,54.1,2012
State,State,Ever used marijuana,45.4,46.6,Marijuana,1.3,<14 days of poor physical health in the past month,Physical Health Status,1-year,47.9,2012
State,State,Ever used marijuana,42.6,53.1,Marijuana,10.1,American Indian or Alaskan Native,Race,1-year,63.6,2012
State,State,Ever used marijuana,17.7,22.9,Marijuana,11.5,Asian,Race,1-year,28,2012
State,State,Ever used marijuana,39,47.2,Marijuana,8.9,Black or African American,Race,1-year,55.5,2012
State,State,Ever used marijuana,26.6,30.9,Marijuana,7.1,Hispanic,Race,1-year,35.1,2012
State,State,Ever used marijuana,56,63.7,Marijuana,6.2,Multiracial,Race,1-year,71.5,2012
State,State,Ever used marijuana,30.4,45.8,Marijuana,17.2,Native Hawaiian or other Pacific Islander,Race,1-year,61.2,2012
State,State,Ever used marijuana,42.8,52.3,Marijuana,9.2,Other race,Race,1-year,61.8,2012
State,State,Ever used marijuana,49.7,50.9,Marijuana,1.2,White,Race,1-year,52.1,2012
State,State,Ever used marijuana,49.8,51.8,Marijuana,1.9,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,53.7,2012
State,State,Ever used marijuana,42.3,43.7,Marijuana,1.7,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,45.2,2012
State,State,Ever used marijuana,39.7,41.2,Marijuana,1.9,Female,Sex,1-year,42.7,2012
State,State,Ever used marijuana,51.2,52.9,Marijuana,1.6,Male,Sex,1-year,54.6,2012
State,State,Ever used marijuana,45.8,47,Marijuana,1.3,Heterosexual,Sexual Orientation,1-year,48.1,2012
State,State,Ever used marijuana,60.9,67.3,Marijuana,4.8,"Lesbian, gay or bisexual",Sexual Orientation,1-year,73.7,2012
State,State,Ever used marijuana,45.9,47.1,Marijuana,1.4,Non Veteran,Veteran Status,1-year,48.4,2012
State,State,Ever used marijuana,42.8,45.6,Marijuana,3.2,Veteran,Veteran Status,1-year,48.5,2012
State,State,Ever used marijuana,44,46,Marijuana,2.2,Normal or underweight,Weight Status,1-year,47.9,2012
State,State,Ever used marijuana,47.8,49.3,Marijuana,1.5,Overweight or obese,Weight Status,1-year,50.7,2012
State,State,Marijuana use in the past 30 days,11.3,14.4,Marijuana,11,Age 18 to 24,Age,1-year,17.5,2012
State,State,Marijuana use in the past 30 days,10.1,12.4,Marijuana,9.3,Age 25 to 34,Age,1-year,14.6,2012
State,State,Marijuana use in the past 30 days,6.8,8.8,Marijuana,11.4,Age 35 to 44,Age,1-year,10.8,2012
State,State,Marijuana use in the past 30 days,4.7,5.8,Marijuana,9.7,Age 45 to 54,Age,1-year,6.9,2012
State,State,Marijuana use in the past 30 days,5.1,6.2,Marijuana,8.9,Age 55 to 64,Age,1-year,7.3,2012
State,State,Marijuana use in the past 30 days,1,1.4,Marijuana,13.7,Age 65 or older,Age,1-year,1.8,2012
State,State,Marijuana use in the past 30 days,5.9,7,Marijuana,8.5,"$35,000 to $74,999",Annual Household Income (V1),1-year,8.2,2012
State,State,Marijuana use in the past 30 days,3.8,4.8,Marijuana,10.9,"$75,000 or more",Annual Household Income (V1),1-year,5.8,2012
State,State,Marijuana use in the past 30 days,9.7,11.2,Marijuana,6.9,"Less than $35,000",Annual Household Income (V1),1-year,12.7,2012
State,State,Marijuana use in the past 30 days,5.9,7.3,Marijuana,9.5,"$25,000 to <$50,000",Annual Household Income (V2),1-year,8.6,2012
State,State,Marijuana use in the past 30 days,5.1,6.7,Marijuana,12,"$50,000 to <$75,000",Annual Household Income (V2),1-year,8.3,2012
State,State,Marijuana use in the past 30 days,3.8,4.8,Marijuana,10.9,"$75,000+",Annual Household Income (V2),1-year,5.8,2012
State,State,Marijuana use in the past 30 days,11.1,13.1,Marijuana,7.7,"Less than $25,000",Annual Household Income (V2),1-year,15,2012
State,State,Marijuana use in the past 30 days,7,7.8,Marijuana,5.5,Does not have arthritis,Arthritis Status,1-year,8.7,2012
State,State,Marijuana use in the past 30 days,5.8,6.9,Marijuana,8.2,Has arthritis,Arthritis Status,1-year,8.1,2012
State,State,Marijuana use in the past 30 days,6.4,8.5,Marijuana,12.5,Currently has asthma,Asthma Status,1-year,10.5,2012
State,State,Marijuana use in the past 30 days,6.8,7.5,Marijuana,4.9,Does not currently have asthma,Asthma Status,1-year,8.3,2012
State,State,Marijuana use in the past 30 days,17.5,20.1,Marijuana,6.7,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,22.8,2012
State,State,Marijuana use in the past 30 days,4.6,5.2,Marijuana,6,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,5.8,2012
State,State,Marijuana use in the past 30 days,5.3,6.4,Marijuana,9.3,Children in household,Children In Household,1-year,7.6,2012
State,State,Marijuana use in the past 30 days,7.4,8.3,Marijuana,5.2,No children in household,Children In Household,1-year,9.1,2012
State,State,Marijuana use in the past 30 days,16.9,19.5,Marijuana,6.8,Current smoker,Current Cigarette Smoking,1-year,22.1,2012
State,State,Marijuana use in the past 30 days,4.6,5.2,Marijuana,5.9,Never or former smoker,Current Cigarette Smoking,1-year,5.9,2012
State,State,Marijuana use in the past 30 days,9.4,10.8,Marijuana,6.9,Living with a disability,Disability Status,1-year,12.3,2012
State,State,Marijuana use in the past 30 days,5.7,6.5,Marijuana,6,Not living with a disability,Disability Status,1-year,7.3,2012
State,State,Marijuana use in the past 30 days,6.6,7.4,Marijuana,5.1,"Excellent, very good or good health",General Health Status,1-year,8.1,2012
State,State,Marijuana use in the past 30 days,7,8.8,Marijuana,10.3,Fair or poor health,General Health Status,1-year,10.6,2012
State,State,Marijuana use in the past 30 days,10.1,12.1,Marijuana,8.1,Does not have a personal doctor,Has A Personal Doctor,1-year,14,2012
State,State,Marijuana use in the past 30 days,5.7,6.4,Marijuana,5.5,Has personal doctor,Has A Personal Doctor,1-year,7.1,2012
State,State,Marijuana use in the past 30 days,6.1,6.8,Marijuana,5.3,Has health insurance,Health Care Coverage Status,1-year,7.5,2012
State,State,Marijuana use in the past 30 days,9.4,11.4,Marijuana,9.1,No health insurance,Health Care Coverage Status,1-year,13.5,2012
State,State,Marijuana use in the past 30 days,4,4.8,Marijuana,7.9,College graduate,Level Of Education (Age 25+),1-year,5.5,2012
State,State,Marijuana use in the past 30 days,6,7.4,Marijuana,9.3,High graduate or less,Level Of Education (Age 25+),1-year,8.7,2012
State,State,Marijuana use in the past 30 days,6.8,8,Marijuana,7.6,Some college or technical school,Level Of Education (Age 25+),1-year,9.2,2012
State,State,Marijuana use in the past 30 days,4.6,5.3,Marijuana,6.6,Owns home,Living Arrangement,1-year,6,2012
State,State,Marijuana use in the past 30 days,11.7,13.4,Marijuana,6.7,Rents home,Living Arrangement,1-year,15.2,2012
State,State,Marijuana use in the past 30 days,13.2,16.3,Marijuana,9.7,14+ days of poor mental health in the past month,Mental Health Status,1-year,19.3,2012
State,State,Marijuana use in the past 30 days,5.9,6.6,Marijuana,5.1,<14 days of poor mental health in the past month,Mental Health Status,1-year,7.3,2012
State,State,Marijuana use in the past 30 days,6.9,7.6,Marijuana,4.6,OVERALL,Overall,1-year,8.3,2012
State,State,Marijuana use in the past 30 days,7.6,9.9,Marijuana,11.7,14+ days of poor physical health in the past month,Physical Health Status,1-year,12.2,2012
State,State,Marijuana use in the past 30 days,6.7,7.4,Marijuana,5,<14 days of poor physical health in the past month,Physical Health Status,1-year,8.1,2012
State,State,Marijuana use in the past 30 days,,,Marijuana,51.5,American Indian or Alaskan Native,Race,1-year,,2012
State,State,Marijuana use in the past 30 days,,,Marijuana,31.6,Asian,Race,1-year,,2012
State,State,Marijuana use in the past 30 days,5.2,11.6,Marijuana,28,Black or African American,Race,1-year,18,2012
State,State,Marijuana use in the past 30 days,2.3,4.2,Marijuana,23,Hispanic,Race,1-year,6,2012
State,State,Marijuana use in the past 30 days,10.9,19.2,Marijuana,22,Multiracial,Race,1-year,27.5,2012
State,State,Marijuana use in the past 30 days,,,Marijuana,37.2,Native Hawaiian or other Pacific Islander,Race,1-year,,2012
State,State,Marijuana use in the past 30 days,5.5,11.9,Marijuana,27.3,Other race,Race,1-year,18.2,2012
State,State,Marijuana use in the past 30 days,7.1,7.8,Marijuana,4.8,White,Race,1-year,8.6,2012
State,State,Marijuana use in the past 30 days,8.9,10.1,Marijuana,6.5,Did not have routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,11.4,2012
State,State,Marijuana use in the past 30 days,5,5.7,Marijuana,6.7,Had routine checkup with doctor in past 12 months,Saw A Doctor For Routine Checkup In Past Year,1-year,6.5,2012
State,State,Marijuana use in the past 30 days,4.8,5.5,Marijuana,7.1,Female,Sex,1-year,6.3,2012
State,State,Marijuana use in the past 30 days,8.7,9.8,Marijuana,5.9,Male,Sex,1-year,10.9,2012
State,State,Marijuana use in the past 30 days,6.6,7.3,Marijuana,4.7,Heterosexual,Sexual Orientation,1-year,8,2012
State,State,Marijuana use in the past 30 days,13.3,19.5,Marijuana,16.2,"Lesbian, gay or bisexual",Sexual Orientation,1-year,25.6,2012
State,State,Marijuana use in the past 30 days,7.3,8.1,Marijuana,4.8,Non Veteran,Veteran Status,1-year,8.8,2012
State,State,Marijuana use in the past 30 days,3.5,4.7,Marijuana,13.2,Veteran,Veteran Status,1-year,5.9,2012
State,State,Marijuana use in the past 30 days,7.9,9.1,Marijuana,6.7,Normal or underweight,Weight Status,1-year,10.3,2012
State,State,Marijuana use in the past 30 days,6.4,7.3,Marijuana,6.2,Overweight or obese,Weight Status,1-year,8.2,2012
State,State,Used marijuana every day in the past 30 days,2.2,3.8,Marijuana,20.9,Age 18 to 24,Age,1-year,5.4,2012
State,State,Used marijuana every day in the past 30 days,2.8,4.1,Marijuana,16.8,Age 25 to 34,Age,1-year,5.5,2012
State,State,Used marijuana every day in the past 30 days,1.7,2.9,Marijuana,20.8,Age 35 to 44,Age,1-year,4.1,2012
State,State,Used marijuana every day in the past 30 days,1.3,2,Marijuana,17.7,Age 45 to 54,Age,1-year,2.6,2012
State,State,Used marijuana every day in the past 30 days,0.9,1.4,Marijuana,18,Age 55 to 64,Age,1-year,1.9,2012
State,State,Used marijuana every day in the past 30 days,,,Marijuana,32.5,Age 65 or older,Age,1-year,,2012
State,State,Used marijuana every day in the past 30 days,1.5,2.2,Marijuana,16.3,"$35,000 to $74,999",Annual Household Income (V1),1-year,2.9,2012
State,State,Used marijuana every day in the past 30 days,0.3,0.7,Marijuana,27.9,"$75,000 or more",Annual Household Income (V1),1-year,1.1,2012
State,State,Used marijuana every day in the past 30 days,2.6,3.5,Marijuana,12.3,"Less than $35,000",Annual Household Income (V1),1-year,4.3,2012
State,State,Used marijuana every day in the past 30 days,1.9,2.8,Marijuana,16,"$25,000 to <$50,000",Annual Household Income (V2),1-year,3.7,2012
State,State,Used marijuana every day in the past 30 days,0.6,1.4,Marijuana,27.8,"$50,000 to <$75,000",Annual Household Income (V2),1-year,2.2,2012
State,State,Used marijuana every day in the past 30 days,0.3,0.7,Marijuana,27.9,"$75,000+",Annual Household Income (V2),1-year,1.1,2012
State,State,Used marijuana every day in the past 30 days,3,4.1,Marijuana,13.8,"Less than $25,000",Annual Household Income (V2),1-year,5.1,2012
State,State,Used marijuana every day in the past 30 days,1.7,2.2,Marijuana,10.7,Does not have arthritis,Arthritis Status,1-year,2.6,2012
State,State,Used marijuana every day in the past 30 days,1.7,2.3,Marijuana,14.5,Has arthritis,Arthritis Status,1-year,3,2012
State,State,Used marijuana every day in the past 30 days,1.4,2.6,Marijuana,24,Currently has asthma,Asthma Status,1-year,3.8,2012
State,State,Used marijuana every day in the past 30 days,1.8,2.2,Marijuana,9.2,Does not currently have asthma,Asthma Status,1-year,2.7,2012
State,State,Used marijuana every day in the past 30 days,3.6,5,Marijuana,14.4,Binge drank in past month,Binge Drinking In Past 30 Days,1-year,6.4,2012
State,State,Used marijuana every day in the past 30 days,1.4,1.8,Marijuana,10.8,Did not binge drink in past month,Binge Drinking In Past 30 Days,1-year,2.1,2012
State,State,Used marijuana every day in the past 30 days,1.2,1.8,Marijuana,16.4,Children in household,Children In Household,1-year,2.4,2012
State,State,Used marijuana every day in the past 30 days,2,2.5,Marijuana,10.1,No children in household,Children In Household,1-year,3,2012
State,State,Used marijuana every day in the past 30 days,5.2,6.8,Marijuana,11.8,Current smoker,Current Cigarette Smoking,1-year,8.4,2012
State,State,Used marijuana every day in the past 30 days,1,1.4,Marijuana,12.4,Never or former smoker,Current Cigarette Smoking,1-year,1.7,2012
State,State,Used marijuana every day in the past 30 days,3,3.9,Marijuana,11.9,Living with a disability,Disability Status,1-year,4.8,2012
State,State,Used marijuana every day in the past 30 days,1.3,1.7,Marijuana,12.3,Not living with a disability,Disability Status,1-year,2.1,2012
State,State,Used marijuana every day in the past 30 days,1.6,2,Marijuana,10.1,"Excellent, very good or good health",General Health Status,1-year,2.4,2012
State,State,Used marijuana every day in the past 30 days,2.5,3.7,Marijuana,16.5,Fair or poor health,General Health Status,1-year,4.9,2012
State,State,Used marijuana every day in the past 30 days,3.5,4.7,Marijuana,13.3,Does not have a personal doctor,Has A Personal Doctor,1-year,5.9,2012
State,State,Used marijuana every day in the past 30 days,1.3,1.6,Marijuana,11.2,Has personal doctor,Has A Personal Doctor,1-year,2,2012
State,State,Used marijuana every day in the past 30 days,1.4,1.8,Marijuana,10.6,Has health insurance,Health Care Coverage Status,1-year,2.2,2012
State,State,Used marijuana every day in the past 30 days,3.2,4.6,Marijuana,15,No health insurance,Health Care Coverage Status,1-year,5.9,2012
State,State,Used marijuana every day in the past 30 days,0.5,0.8,Marijuana,20.2,College graduate,Level Of Education (Age 25+),1-year,1.2,2012
State,State,Used marijuana every day in the past 30 days,2.1,3,Marijuana,14.3,High graduate or less,Level Of Education (Age 25+),1-year,3.8,2012
State,State,Used marijuana every day in the past 30 days,1.7,2.4,Marijuana,15,Some college or technical school,Level Of Education (Age 25+),1-year,3.1,2012
State,State,Used marijuana every day in the past 30 days,0.9,1.3,Marijuana,13.3,Owns home,Living Arrangement,1-year,1.6,2012
State,State,Used marijuana every day in the past 30 days,3.8,4.9,Marijuana,11.9,Rents home,Living Arrangement,1-year,6,2012
State,State,Used marijuana every day in the past 30 days,,,Marijuana,,Did not use marijuana in past month,Marijuana Use In The Past 30 Days,1-year,,2012
State,State,Used marijuana every day in the past 30 days,25.8,30.2,Marijuana,7.3,Used marijuana in past month,Marijuana Use In The Past 30 Days,1-year,34.5,2012
